2,1994,0.38,10.5,13.31,0.63,0.09,0.15,2.19,71.46,9.33,0.89,0.39,0.35,0.1,0.07
2,1994,0.31,5.05,9.06,0.47,0.05,0.08,2.82,77.63,6.96,0.82,0.4,0.33,0.1,0.06
2,1994,0.79,12.7,9.9,0.59,0.05,0.08,2.91,74.5,8.58,1.02,0.41,0.31,0.1,0.05
2,1994,0.48,10.05,10.03,0.54,0.05,0.08,2.19,74.12,10.19,1.1,0.33,0.32,0.08,0.05
2,1994,0.11,16.1,11.27,0.74,0.1,0.18,2.28,74.3,8.55,0.89,0.35,0.31,0.1,0.06
2,1994,0.5,20.35,9.22,0.57,0.08,0.14,2.29,74.55,9.23,0.95,0.35,0.35,0.09,0.06
2,1995,0.21,5,11.67,0.6,0.17,0.22,1.93,72.83,8.22,1.04,0.32,0.31,0.15,0.05
2,1995,0.28,7.5,10.76,0.59,0.05,0.09,2.15,74.42,9.38,0.9,0.31,0.33,0.07,0.04
2,1995,0.21,3.75,13.14,0.55,0.04,0.05,2.14,67.13,13.04,0.93,0.32,0.32,0.13,0.05
2,1995,0.28,4,14.85,0.73,0.04,0.07,1.92,63.68,15.26,1.27,0.33,0.31,0.08,0.05
2,1995,0.42,3.5,10.46,0.64,0.04,0.06,2.23,67.74,15.65,1.03,0.28,0.31,0.06,0.04
2,1995,0.28,4.25,10.19,0.43,0.05,0.08,2.33,74.9,8.8,0.95,0.32,0.34,0.07,0.05
2,1995,0.28,5.25,10.39,0.45,0.05,0.09,2.49,76.13,7.45,0.88,0.36,0.36,0.09,0.05
2,1995,0.28,3.5,8.24,0.28,0.06,0.09,2.79,78.78,6.44,0.67,0.33,0.35,0.08,0.05
3,1993,0.59,4.3,14.15,0.04,0.36,0.5,2.23,68.01,9.94,1.08,0.55,0.34,0.16,0.09
3,1993,0.33,3,14.44,1.47,0.17,0.34,1.95,70.55,8.5,0.77,0.41,0.29,0.11,0.03
3,1993,0.28,2.95,13.64,1.26,0.14,0.27,2.24,70.85,9.3,0.67,0.4,0.28,0.1,0.03
3,1993,0.19,3.5,14.59,1.11,0.2,0.38,2.23,71.56,7.23,0.85,0.42,0.3,0.12,0.07
